ancestry	region	exact	flipped	dropped_ambiguous	dropped_palindromic	dropped_mismatch	dropped_unusable	reject	n_catalog	n_panel
TRANS	PPARG_3p25__tile3	805	223	0	164	21	0	NA	2412	888
TRANS	PPARG_3p25__tile4	767	229	0	152	14	0	NA	2364	830
TRANS	PPARG_3p25__tile5	800	208	0	172	31	0	NA	2461	888
TRANS	PPARG_3p25__tile6	829	233	0	150	26	0	NA	2513	932
TRANS	PPARG_3p25__tile7	815	217	0	153	21	0	NA	2360	878
TRANS	PPARG_3p25__tile8	700	234	0	157	24	0	NA	2234	827
TRANS	PPARG_3p25__tile9	670	168	0	142	9	0	NA	2254	759
TRANS	PYHIN1_1q23__tile1	768	170	0	186	14	0	NA	1921	841
TRANS	PYHIN1_1q23__tile2	710	210	0	152	12	0	NA	2023	875
TRANS	PYHIN1_1q23__tile3	714	190	0	157	13	0	NA	2007	861
TRANS	PYHIN1_1q23__tile4	785	198	0	138	12	0	NA	1959	852
TRANS	RAD50_IL13_5q31_1__tile1	747	209	0	157	25	0	NA	2642	906
TRANS	RAD50_IL13_5q31_1__tile10	738	185	0	179	18	0	NA	2351	821
TRANS	RAD50_IL13_5q31_1__tile11	701	181	0	153	24	0	NA	2419	818
TRANS	RAD50_IL13_5q31_1__tile12	732	171	0	145	23	0	NA	2366	776
TRANS	RAD50_IL13_5q31_1__tile13	765	176	0	174	21	0	NA	2321	823
TRANS	RAD50_IL13_5q31_1__tile14	763	224	0	175	17	0	NA	2265	841
TRANS	RAD50_IL13_5q31_1__tile15	848	185	0	187	17	0	NA	2243	882
TRANS	RAD50_IL13_5q31_1__tile2	824	231	0	188	27	0	NA	2707	1034
TRANS	RAD50_IL13_5q31_1__tile3	857	210	0	176	27	0	NA	2630	980
TRANS	RAD50_IL13_5q31_1__tile4	906	221	0	225	13	0	NA	2632	1048
TRANS	RAD50_IL13_5q31_1__tile5	926	226	0	194	26	0	NA	2544	1034
TRANS	RAD50_IL13_5q31_1__tile6	924	209	0	188	21	0	NA	2495	984
TRANS	RAD50_IL13_5q31_1__tile7	905	214	0	195	15	0	NA	2469	959
TRANS	RAD50_IL13_5q31_1__tile8	827	167	0	146	19	0	NA	2413	839
TRANS	RAD50_IL13_5q31_1__tile9	733	240	0	147	16	0	NA	2408	845
TRANS	RAD50_peak__tile1	1815	1145	0	514	1	0	NA	3513	3475
TRANS	SEC16B_1q25_2__tile1	8752	8	2085	1566	0	4	NA	12161	12161
TRANS	SH2B1_16p11_2__tile1	1708	354	0	321	46	0	NA	4705	2146
TRANS	SH2B1_16p11_2__tile2	5463	2	1357	848	0	1	NA	7551	7551
TRANS	SH2B3_12q24__tile1	5407	0	900	940	0	2	NA	7163	7163
TRANS	SH2B3_12q24__tile2	5114	0	1022	900	0	0	NA	6892	6892
TRANS	SH2B3_12q24__tile3	1305	333	0	226	28	0	NA	3675	1514
TRANS	SLC30A8_8q24_11__tile1	661	193	0	146	12	0	NA	2200	742
TRANS	SLC30A8_8q24_11__tile2	657	203	0	174	22	0	NA	2116	760
TRANS	SLC30A8_8q24_11__tile3	741	224	0	155	20	0	NA	2137	851
TRANS	SLC30A8_8q24_11__tile4	708	210	0	150	14	0	NA	2252	855
TRANS	SLC30A8_8q24_11__tile5	714	237	0	136	25	0	NA	2184	798
TRANS	SLC30A8_8q24_11__tile6	641	210	0	132	12	0	NA	2148	739
TRANS	SLC30A8_8q24_11__tile7	695	208	0	139	13	0	NA	2101	771
TRANS	SLC30A8_8q24_11__tile8	675	184	0	157	20	0	NA	2142	741
TRANS	SLC4A7_3p24__tile1	7893	8	2115	1861	0	1	NA	11572	11572
TRANS	SLC4A7_3p24__tile2	6056	6	1637	1314	0	1	NA	8789	8789
TRANS	SLC4A7_3p24__tile3	6296	6	2219	1516	0	0	NA	9741	9741
TRANS	TCF7L2_10q25__tile1	702	231	0	167	21	0	NA	2394	815
TRANS	TCF7L2_10q25__tile10	772	216	0	174	26	0	NA	2340	888
TRANS	TCF7L2_10q25__tile2	805	214	0	137	21	0	NA	2382	883
TRANS	TCF7L2_10q25__tile3	791	202	0	168	17	0	NA	2375	858
TRANS	TCF7L2_10q25__tile4	737	172	0	177	25	0	NA	2453	806
TRANS	TCF7L2_10q25__tile5	793	211	0	165	16	0	NA	2394	852
TRANS	TCF7L2_10q25__tile6	777	193	0	163	23	0	NA	2387	864
TRANS	TCF7L2_10q25__tile7	709	195	0	159	26	0	NA	2461	834
TRANS	TCF7L2_10q25__tile8	848	220	0	168	26	0	NA	2341	933
TRANS	TCF7L2_10q25__tile9	785	200	0	154	20	0	NA	2308	834
TRANS	TMEM18_2p25__tile1	6275	2	5191	1640	0	1	NA	12525	12525
TRANS	TSLP_5q22_1__tile1	7394	4	1037	1723	0	6	NA	9962	9962
TRANS	TSLP_5q22_1__tile2	7067	4	1288	1650	0	19	NA	9812	9812
TRANS	TSLP_5q22_1__tile3	6815	8	1335	1502	0	14	NA	9478	9478
TRANS	UMOD_16p12__tile1	2617	729	0	523	61	0	NA	6708	3071
TRANS	UMOD_16p12__tile2	2385	565	0	583	63	0	NA	6516	3076
