region_id	ancestry	region_class	window_span_mb	n_var	routed_path	est_block_count	est_output_gib	over_threshold
m2_region_00114	AFR	large	33.114	286010	A.3	2450.0	163.6034402	True
m2_region_00114	EUR	large	33.114	162582	A.3	800.0	52.865813448	True
m2_region_00115	AFR	small	2.0051	14792	A.1	8.0	0.437606528	False
m2_region_00115	EUR	small	2.0051	8763	A.1	4.5	0.153580338	False
m2_region_00116	AFR	medium	6.3894	53646	A.2	98.0	5.755786632	False
m2_region_00116	EUR	medium	6.3894	30211	A.2	32.0	1.825409042	False
m2_region_00117	AFR	medium	7.1427	48795	A.2	72.0	4.76190405	False
m2_region_00117	EUR	medium	7.1427	26961	A.2	24.5	1.453791042	False
m2_region_00118	AFR	medium	6.2921	50879	A.2	84.5	5.177345282	False
m2_region_00118	EUR	medium	6.2921	27333	A.2	24.5	1.494185778	False
m2_region_00119	AFR	small	2.6122	25416	A.1	24.5	1.291946112	False
m2_region_00119	EUR	small	2.6122	14243	A.1	8.0	0.405726098	False
m2_region_00120__sub00	AFR	medium	7.8431	68176	A.2	110.5434056268506	7.1114477338155595	False
m2_region_00120__sub00	EUR	medium	9.8431	44486	A.2	60.5	3.958008392	False
m2_region_00120__sub01	AFR	medium	10.8431	90332	A.3	146.36072264753727	9.03050663663336	False
m2_region_00120__sub01	EUR	medium	14.6861	63574	A.3	87.15697093029036	5.504035539344359	False
m2_region_00120__sub02	AFR	medium	10.8431	86850	A.3	133.91037762080916	8.347732234210726	False
m2_region_00120__sub02	EUR	medium	14.8431	61597	A.3	86.23551201291	5.112405509290428	False
m2_region_00120__sub03	AFR	medium	10.8431	81033	A.3	110.66973357091665	7.266958828737941	False
m2_region_00120__sub03	EUR	medium	14.8431	58849	A.3	75.79293048009667	4.666425612809422	False
m2_region_00120__sub04	AFR	medium	10.8431	79616	A.3	110.66973357091665	7.015030653395029	False
m2_region_00120__sub04	EUR	medium	14.8431	60050	A.3	75.79293048009667	4.858835498552086	False
m2_region_00120__sub05	AFR	medium	10.8431	80846	A.3	110.66973357091665	7.233457580890583	False
m2_region_00120__sub05	EUR	medium	14.8431	59788	A.3	75.79293048009667	4.816529493589367	False
m2_region_00120__sub06	AFR	medium	10.8431	83254	A.3	122.0133812619356	7.6707721318486	False
m2_region_00120__sub06	EUR	medium	14.8431	62579	A.3	86.23551201291	5.276712229334182	False
m2_region_00120__sub07	AFR	medium	10.8431	81907	A.3	110.66973357091665	7.424563109369457	False
m2_region_00120__sub07	EUR	medium	14.8431	61146	A.3	75.79293048009667	5.037815708377908	False
m2_region_00120__sub08	AFR	medium	10.8431	77414	A.3	99.87943454775228	6.632356782251673	False
m2_region_00120__sub08	EUR	medium	14.8431	59781	A.3	75.79293048009667	4.81540171769013	False
m2_region_00120__sub09	AFR	medium	10.8431	75371	A.3	99.87943454775228	6.2869125470242615	False
m2_region_00120__sub09	EUR	medium	14.8431	57116	A.3	66.02406388488421	4.395636208216452	False
m2_region_00120__sub10	AFR	medium	10.8431	82051	A.3	122.0133812619356	7.4506921803440775	False
m2_region_00120__sub10	EUR	medium	14.8431	59569	A.3	75.79293048009667	4.781308777501802	False
m2_region_00120__sub11	AFR	medium	10.8431	85621	A.3	122.0133812619356	8.113149076096784	False
m2_region_00120__sub11	EUR	medium	14.8431	63239	A.3	86.23551201291	5.388602644479347	False
m2_region_00120__sub12	AFR	medium	10.8431	86353	A.3	133.91037762080916	8.25246563478822	False
m2_region_00120__sub12	EUR	medium	14.8431	63884	A.3	86.23551201291	5.499084261055645	False
m2_region_00120__sub13	AFR	medium	10.8431	81441	A.3	110.66973357091665	7.340321122250122	False
m2_region_00120__sub13	EUR	medium	14.8431	64307	A.3	86.23551201291	5.572148367120474	False
m2_region_00120__sub14	AFR	medium	10.8431	82367	A.3	122.0133812619356	7.508191844507548	False
m2_region_00120__sub14	EUR	medium	14.8431	63882	A.3	86.23551201291	5.498739949604776	False
m2_region_00120__sub15	AFR	medium	10.8431	84107	A.3	122.0133812619356	7.828763062648383	False
m2_region_00120__sub15	EUR	medium	14.8431	62967	A.3	86.23551201291	5.342348028605667	False
m2_region_00120__sub16	AFR	medium	10.8431	78317	A.3	110.66973357091665	6.787986198008627	False
m2_region_00120__sub16	EUR	medium	14.8431	57536	A.3	75.79293048009667	4.460520130838136	False
m2_region_00120__sub17	AFR	medium	10.8431	72598	A.3	89.64248419244248	5.832814668682946	False
m2_region_00120__sub17	EUR	medium	14.8431	54228	A.3	66.02406388488421	3.9623546741298115	False
m2_region_00120__sub18	AFR	medium	10.8431	74422	A.3	99.87943454775228	6.12959158423078	False
m2_region_00120__sub18	EUR	medium	14.8431	56720	A.3	66.02406388488421	4.334895341416161	False
m2_region_00120__sub19	AFR	medium	10.8431	81468	A.3	110.66973357091665	7.345188978069224	False
m2_region_00120__sub19	EUR	medium	14.6862	62009	A.3	87.15691158394341	5.236381910964313	False
m2_region_00120__sub20	AFR	medium	7.8431	65401	A.2	97.92067736628569	6.5443001957266045	False
m2_region_00120__sub20	EUR	medium	9.8431	44434	A.2	60.5	3.948760712	False
m2_region_00121	AFR	small	3.6232	32507	A.1	32.0	2.113410098	False
m2_region_00121	EUR	small	3.6232	17529	A.1	12.5	0.614531682	False
m2_region_00122	AFR	medium	8.5723	67519	A.2	144.5	9.117630722	False
m2_region_00122	EUR	medium	8.5723	36741	A.2	40.5	2.699802162	False
m2_region_00123	AFR	medium	6.2494	56179	A.2	98.0	6.312160082	False
m2_region_00123	EUR	medium	6.2494	32672	A.2	32.0	2.134919168	False
m2_region_00124	AFR	medium	7.8558	72900	A.2	162.0	10.62882	True
m2_region_00124	EUR	medium	7.8558	42437	A.2	60.5	3.601797938	False
m2_region_00125	AFR	medium	7.6819	70927	A.2	162.0	10.061278658	True
m2_region_00125	EUR	medium	7.6819	39375	A.2	50.0	3.10078125	False
m2_region_00126	AFR	small	2.4097	21488	A.1	18.0	0.923468288	False
m2_region_00126	EUR	small	2.4097	11350	A.1	4.5	0.257645	False
m2_region_00127	AFR	small	2.8522	22229	A.1	18.0	0.988256882	False
m2_region_00127	EUR	small	2.8522	11494	A.1	4.5	0.264224072	False
m2_region_00128	AFR	small	2.8548	23843	A.1	18.0	1.136977298	False
m2_region_00128	EUR	small	2.8548	13182	A.1	8.0	0.347530248	False
m2_region_00129	AFR	small	4.1151	32651	A.1	32.0	2.132175602	False
m2_region_00129	EUR	small	4.1151	17772	A.1	12.5	0.631687968	False
m2_region_00130	AFR	medium	5.1354	44316	A.2	60.5	3.927815712	False
m2_region_00130	EUR	medium	5.1354	23531	A.2	18.0	1.107415922	False
m2_region_00131	AFR	medium	6.0959	49223	A.2	84.5	4.845807458	False
m2_region_00131	EUR	medium	6.0959	26928	A.2	24.5	1.450234368	False
m2_region_00132	AFR	medium	8.4341	62732	A.2	128.0	7.870607648	False
m2_region_00132	EUR	medium	8.4341	33777	A.2	40.5	2.281771458	False
m2_region_00133	AFR	medium	15.7617	115635	A.3	420.5	26.74290645	True
m2_region_00133	EUR	medium	15.7617	64634	A.3	128.0	8.355107912	False
m2_region_00134	AFR	small	4.5062	26975	A.1	24.5	1.45530125	False
m2_region_00134	EUR	small	4.5062	14669	A.1	8.0	0.430359122	False
m2_region_00135	AFR	large	28.609	197279	A.3	1200.5	77.838007682	True
m2_region_00135	EUR	large	28.609	105848	A.3	338.0	22.407598208	True
m2_region_00136	AFR	medium	20.7535	176634	A.3	968.0	62.399139912	True
m2_region_00136	EUR	medium	20.7535	94699	A.3	288.0	17.935801202	True
m2_region_00137	AFR	large	39.5352	293500	A.3	2592.0	172.2845	True
m2_region_00137	EUR	large	39.5352	156135	A.3	760.5	48.75627645	True
m2_region_00138	AFR	medium	13.63	105855	A.3	338.0	22.41056205	True
m2_region_00138	EUR	medium	13.63	57695	A.3	112.5	6.65742605	False
m2_region_00139	AFR	small	2.6824	17172	A.1	12.5	0.589755168	False
m2_region_00139	EUR	small	2.6824	9473	A.1	4.5	0.179475458	False
m2_region_00140	AFR	small	2.7486	23287	A.1	18.0	1.084568738	False
m2_region_00140	EUR	small	2.7486	13743	A.1	8.0	0.377740098	False
m2_region_00141	AFR	small	2.5569	20465	A.1	12.5	0.83763245	False
m2_region_00141	EUR	small	2.5569	11706	A.1	4.5	0.274060872	False
m2_region_00142	AFR	medium	10.1457	87277	A.3	242.0	15.234549458	True
m2_region_00142	EUR	medium	10.1457	47432	A.3	72.0	4.499589248	False
m2_region_00143	AFR	large	43.8964	362598	A.3	3960.5	262.954619208	True
m2_region_00143	EUR	large	43.8964	218282	A.3	1458.0	95.294063048	True
m2_region_00144	AFR	medium	6.6326	55810	A.2	98.0	6.2295122	False
m2_region_00144	EUR	medium	6.6326	32078	A.2	32.0	2.057996168	False
m2_region_00145__sub00	AFR	medium	7.883	58542	A.2	85.62714717999994	5.217038707276177	False
m2_region_00145__sub00	EUR	medium	9.883	43306	A.2	60.5	3.750819272	False
m2_region_00145__sub01	AFR	medium	10.883	85832	A.3	121.56558835631378	8.123263159268195	False
m2_region_00145__sub01	EUR	medium	14.766	65482	A.3	86.68546477089167	5.807780296773107	False
m2_region_00145__sub02	AFR	medium	10.883	84783	A.3	121.56558835631378	7.925918782057984	False
m2_region_00145__sub02	EUR	medium	14.883	63408	A.3	86.00408492527119	5.402903557034885	False
m2_region_00145__sub03	AFR	medium	10.883	84295	A.3	121.56558835631378	7.834940238062727	False
m2_region_00145__sub03	EUR	medium	14.883	62251	A.3	86.00408492527119	5.207529873989234	False
m2_region_00145__sub04	AFR	medium	10.883	83939	A.3	121.56558835631378	7.768901946832007	False
m2_region_00145__sub04	EUR	medium	14.883	60538	A.3	75.58952776635162	4.924875356564201	False
m2_region_00145__sub05	AFR	medium	10.883	78604	A.3	110.26357220527328	6.8127327403971	False
m2_region_00145__sub05	EUR	medium	14.883	59635	A.3	75.58952776635162	4.779049761022868	False
m2_region_00145__sub06	AFR	medium	10.883	78967	A.3	110.26357220527328	6.875801599446624	False
m2_region_00145__sub06	EUR	medium	14.883	61525	A.3	86.00408492527119	5.08677291441102	False
m2_region_00145__sub07	AFR	medium	10.883	82106	A.3	121.56558835631378	7.433303203689713	False
m2_region_00145__sub07	EUR	medium	14.883	59260	A.3	75.58952776635162	4.719134981664332	False
m2_region_00145__sub08	AFR	medium	10.883	78177	A.3	110.26357220527328	6.738916255000682	False
m2_region_00145__sub08	EUR	medium	14.883	59358	A.3	75.58952776635162	4.734756231499882	False
m2_region_00145__sub09	AFR	medium	10.883	76695	A.3	99.51287391525914	6.485838968873879	False
m2_region_00145__sub09	EUR	medium	14.883	59663	A.3	75.58952776635162	4.7835385614768615	False
m2_region_00145__sub10	AFR	medium	10.883	79563	A.3	110.26357220527328	6.979982900692767	False
m2_region_00145__sub10	EUR	medium	14.883	58821	A.3	75.58952776635162	4.649474953124415	False
m2_region_00145__sub11	AFR	medium	10.883	76906	A.3	99.51287391525914	6.521575184227457	False
m2_region_00145__sub11	EUR	medium	14.883	60123	A.3	75.58952776635162	4.857584799691783	False
m2_region_00145__sub12	AFR	medium	10.883	79622	A.3	110.26357220527328	6.99033876167025	False
m2_region_00145__sub12	EUR	medium	14.883	56399	A.3	65.84687752091075	4.274466450142424	False
m2_region_00145__sub13	AFR	medium	10.883	83641	A.3	121.56558835631378	7.713837597930132	False
m2_region_00145__sub13	EUR	medium	14.883	57263	A.3	65.84687752091075	4.4064343002029025	False
m2_region_00145__sub14	AFR	medium	10.883	77249	A.3	99.51287391525914	6.57987722996589	False
m2_region_00145__sub14	EUR	medium	14.883	54878	A.3	65.84687752091075	4.047022846313253	False
m2_region_00145__sub15	AFR	medium	10.883	78878	A.3	110.26357220527328	6.860311546782904	False
m2_region_00145__sub15	EUR	medium	14.883	58546	A.3	75.58952776635162	4.606102118831576	False
m2_region_00145__sub16	AFR	medium	10.883	87918	A.3	133.41892236838066	8.522905206958292	False
m2_region_00145__sub16	EUR	medium	14.883	63125	A.3	86.00408492527119	5.354783144059396	False
m2_region_00145__sub17	AFR	medium	10.883	92199	A.3	145.8235742414739	9.37312652653024	False
m2_region_00145__sub17	EUR	medium	14.883	67369	A.3	97.09054899766943	6.099009462733826	False
m2_region_00145__sub18	AFR	medium	10.883	91582	A.3	145.8235742414739	9.248095489723712	False
m2_region_00145__sub18	EUR	medium	14.883	69666	A.3	108.84891998354635	6.522000928037829	False
m2_region_00145__sub19	AFR	medium	10.883	95997	A.3	158.77954397559353	10.161255706185804	True
m2_region_00145__sub19	EUR	medium	14.766	70271	A.3	109.71117990107437	6.688336802215733	False
m2_region_00145__sub20	AFR	medium	7.883	70243	A.2	123.30285731537967	7.510938826687052	False
m2_region_00145__sub20	EUR	medium	9.883	48808	A.2	72.0	4.764441728	False
m2_region_00146__sub00	AFR	medium	7.832	81933	A.2	168.92193840158734	10.285494402210412	True
m2_region_00146__sub00	EUR	medium	9.832	56565	A.2	98.0	6.39919845	False
m2_region_00146__sub01	AFR	medium	10.832	113616	A.3	217.13401563143347	14.300485548586506	True
m2_region_00146__sub01	EUR	medium	14.664	84534	A.3	150.3678386038227	9.746287047771283	True
m2_region_00146__sub02	AFR	medium	10.832	108715	A.3	201.9013997389222	13.09334867365459	True
m2_region_00146__sub02	EUR	medium	14.832	79686	A.3	134.8433996178538	8.562365201772922	False
m2_region_00146__sub03	AFR	medium	10.832	100915	A.3	173.09790786944632	11.281925873475123	True
m2_region_00146__sub03	EUR	medium	14.832	76078	A.3	121.69616815511306	7.804549999258362	False
m2_region_00146__sub04	AFR	medium	10.832	90590	A.3	146.51006922069936	9.091432364415871	False
m2_region_00146__sub04	EUR	medium	14.832	68634	A.3	97.42435622389938	6.351968182351426	False
m2_region_00146__sub05	AFR	medium	10.832	86424	A.3	134.04701985409923	8.274476349932884	False
m2_region_00146__sub05	EUR	medium	14.832	68530	A.3	97.42435622389938	6.332732695883635	False
m2_region_00146__sub06	AFR	medium	10.832	82891	A.3	122.13788379268134	7.611785666200764	False
m2_region_00146__sub06	EUR	medium	14.832	66790	A.3	97.42435622389938	6.015234742132225	False
m2_region_00146__sub07	AFR	medium	10.832	82869	A.3	122.13788379268134	7.607745732744216	False
m2_region_00146__sub07	EUR	medium	14.832	64730	A.3	86.29977575542644	5.6499019014267775	False
m2_region_00146__sub08	AFR	medium	10.832	80289	A.3	110.78266103644565	7.141408735582098	False
m2_region_00146__sub08	EUR	medium	14.832	64199	A.3	86.29977575542644	5.557586358432634	False
m2_region_00146__sub09	AFR	medium	10.832	82644	A.3	122.13788379268134	7.566489798947934	False
m2_region_00146__sub09	EUR	medium	14.832	67385	A.3	97.42435622389938	6.122885790337392	False
m2_region_00146__sub10	AFR	medium	10.832	92889	A.3	146.51006922069936	9.558733814376266	False
m2_region_00146__sub10	EUR	medium	14.664	70746	A.3	110.47430026805702	6.826215900606954	False
m2_region_00146__sub11	AFR	medium	7.832	66921	A.2	110.69935434314297	6.861705593854156	False
m2_region_00146__sub11	EUR	medium	9.832	49308	A.2	84.5	4.862557728	False
m2_region_00147	AFR	medium	6.4418	49177	A.2	84.5	4.836754658	False
m2_region_00147	EUR	medium	6.4418	27771	A.2	24.5	1.542456882	False
m2_region_00148	AFR	medium	15.525	108536	A.3	364.5	23.560126592	True
m2_region_00148	EUR	medium	15.525	61010	A.3	112.5	7.4444402	False
m2_region_00149	AFR	large	48.4734	338354	A.3	3444.5	228.966858632	True
m2_region_00149	EUR	large	48.4734	180426	A.3	1012.5	65.107082952	True
m2_region_00150	AFR	medium	11.1001	77756	A.3	180.5	12.091991072	True
m2_region_00150	EUR	medium	11.1001	40805	A.3	50.0	3.33009605	False
m2_region_00151	AFR	medium	8.0198	70041	A.2	162.0	9.811483362	True
m2_region_00151	EUR	medium	8.0198	36346	A.2	40.5	2.642063432	False
m2_region_00152	AFR	medium	5.8304	54270	A.2	98.0	5.8904658	False
m2_region_00152	EUR	medium	5.8304	29498	A.2	32.0	1.740264008	False
m2_region_00153	AFR	large	35.2465	355317	A.3	3784.5	252.500340978	True
m2_region_00153	EUR	large	35.2465	196946	A.3	1200.5	77.575453832	True
m2_region_00154	AFR	medium	7.8937	54127	A.2	98.0	5.859464258	False
m2_region_00154	EUR	medium	7.8937	27295	A.2	24.5	1.49003405	False
m2_region_00155	AFR	medium	16.6547	125260	A.3	480.5	31.3801352	True
m2_region_00155	EUR	medium	16.6547	65627	A.3	144.5	8.613806258	False
m2_region_00156	AFR	medium	15.0208	109044	A.3	364.5	23.781187872	True
m2_region_00156	EUR	medium	15.0208	59965	A.3	112.5	7.19160245	False
m2_region_00157	AFR	large	30.2545	217714	A.3	1458.0	94.798771592	True
m2_region_00157	EUR	large	30.2545	115175	A.3	420.5	26.53056125	True
m2_region_00158	AFR	large	35.9495	286073	A.3	2450.0	163.675522658	True
m2_region_00158	EUR	large	35.9495	147751	A.3	684.5	43.660716002	True
m2_region_00159	AFR	large	26.2712	254375	A.3	1984.5	129.41328125	True
m2_region_00159	EUR	large	26.2712	135465	A.3	578.0	36.70153245	True
m2_region_00160	AFR	medium	12.7831	98988	A.3	312.5	19.597248288	True
m2_region_00160	EUR	medium	12.7831	55027	A.3	98.0	6.055941458	False
m2_region_00161__sub00	AFR	medium	7.873	37467	A.2	38.10486713467911	2.139628054327379	False
m2_region_00161__sub00	EUR	medium	9.873	27587	A.2	24.5	1.522085138	False
m2_region_00161__sub01	AFR	medium	10.873	73008	A.3	89.39566872466777	5.882641216001824	False
m2_region_00161__sub01	EUR	medium	14.746	49780	A.3	57.303597852166206	3.360972520042696	False
m2_region_00161__sub02	AFR	medium	10.873	83886	A.3	121.67743798635335	7.766233264937675	False
m2_region_00161__sub02	EUR	medium	14.873	62881	A.3	86.06193366373047	5.317040950016169	False
m2_region_00161__sub03	AFR	medium	10.873	85374	A.3	121.67743798635335	8.044197376071574	False
m2_region_00161__sub03	EUR	medium	14.873	64834	A.3	86.06193366373047	5.652450386303781	False
m2_region_00161__sub04	AFR	medium	10.873	83968	A.3	121.67743798635335	7.781423937621689	False
m2_region_00161__sub04	EUR	medium	14.873	65152	A.3	86.06193366373047	5.708035029896437	False
m2_region_00161__sub05	AFR	medium	10.873	83348	A.3	121.67743798635335	7.666935765533187	False
m2_region_00161__sub05	EUR	medium	14.873	62338	A.3	86.06193366373047	5.2256083254163075	False
m2_region_00161__sub06	AFR	medium	10.873	75647	A.3	99.6044333629786	6.315603803178696	False
m2_region_00161__sub06	EUR	medium	14.873	64150	A.3	86.06193366373047	5.5338125907264235	False
m2_region_00161__sub07	AFR	medium	10.873	81744	A.3	110.3650231168738	7.374680831894755	False
m2_region_00161__sub07	EUR	medium	14.873	63419	A.3	86.06193366373047	5.408413711817581	False
m2_region_00161__sub08	AFR	medium	10.873	90889	A.3	145.9577430720656	9.117045220412747	False
m2_region_00161__sub08	EUR	medium	14.873	67541	A.3	97.15585480007073	6.134315355129862	False
m2_region_00161__sub09	AFR	medium	10.873	83804	A.3	121.67743798635335	7.751057434141972	False
m2_region_00161__sub09	EUR	medium	14.873	66353	A.3	97.15585480007073	5.920416390495266	False
m2_region_00161__sub10	AFR	medium	10.873	78675	A.3	110.3650231168738	6.8313252264092466	False
m2_region_00161__sub10	EUR	medium	14.873	61115	A.3	75.6403713841381	5.022578785329936	False
m2_region_00161__sub11	AFR	medium	10.873	74663	A.3	99.6044333629786	6.152368371591675	False
m2_region_00161__sub11	EUR	medium	14.873	54732	A.3	65.89116796129365	4.028225388135959	False
m2_region_00161__sub12	AFR	medium	10.873	75648	A.3	99.6044333629786	6.315770779940421	False
m2_region_00161__sub12	EUR	medium	14.873	55086	A.3	65.89116796129365	4.08050205842664	False
m2_region_00161__sub13	AFR	medium	10.873	87073	A.3	133.5416779714173	8.367553046304565	False
m2_region_00161__sub13	EUR	medium	14.746	60446	A.3	76.29171537751412	4.955528597491759	False
m2_region_00161__sub14	AFR	medium	7.873	65878	A.2	110.12291215786163	6.614859862306985	False
m2_region_00161__sub14	EUR	medium	9.873	44216	A.2	60.5	3.910109312	False
