pathway	magma_beta	magma_p	magma_q	gprofiler_p	gprofiler_q	ldsc_h2_frac	ldsc_enrichment	ldsc_p	n_methods_significant	geometric_mean_p	consensus_rank
GOBP_RESPONSE_TO_MURAMYL_DIP...	0.5435	0.029819	0.279567	NA	NA	NA	NA	NA	0	0.029819	4069
REACTOME_DEFECTIVE_CHSY1_CAU...	0.9543	0.029855	0.279567	NA	NA	NA	NA	NA	0	0.029855	4070
GOBP_CELLULAR_RESPONSE_TO_HI...	1.0932	0.029861	0.269763	NA	NA	NA	NA	NA	0	0.029861	4071
GOBP_REGULATION_OF_STEROID_H...2	0.5297	0.029877	0.269763	NA	NA	NA	NA	NA	0	0.029877	4072
GOBP_MITOCHONDRIAL_MEMBRANE_...	0.1412	0.029880	0.536168	NA	NA	NA	NA	NA	0	0.029880	4073
GOBP_ENDOPLASMIC_RETICULUM_C...	0.4095	0.029884	0.300653	NA	NA	NA	NA	NA	0	0.029884	4074
GOBP_RESPONSE_TO_SELENIUM_ION	0.6424	0.029886	0.930402	NA	NA	NA	NA	NA	0	0.029886	4075
GOBP_POSITIVE_REGULATION_OF_...766	0.4545	0.029899	0.688743	NA	NA	NA	NA	NA	0	0.029899	4076
GOBP_BRUSH_BORDER_ASSEMBLY	0.4841	0.029934	0.688743	NA	NA	NA	NA	NA	0	0.029934	4077
GOBP_CELLULAR_RESPONSE_TO_OX...1	0.1248	0.029940	0.279847	NA	NA	NA	NA	NA	0	0.029940	4078
GOBP_INTERFERON_BETA_PRODUCT...	0.3306	0.029954	0.269951	NA	NA	NA	NA	NA	0	0.029954	4079
GOBP_CENTRAL_NERVOUS_SYSTEM_...3	0.5589	0.029988	0.930402	NA	NA	NA	NA	NA	0	0.029988	4080
GOBP_METANEPHRIC_DISTAL_TUBU...	1.0752	0.029995	0.270067	NA	NA	NA	NA	NA	0	0.029995	4081
GOBP_POSITIVE_REGULATION_OF_...606	0.6268	0.030041	0.280762	NA	NA	NA	NA	NA	0	0.030041	4082
GOBP_NEGATIVE_REGULATION_OF_...573	0.5999	0.030089	0.280967	NA	NA	NA	NA	NA	0	0.030089	4083
REACTOME_EPHRIN_SIGNALING	0.6062	0.030094	0.270272	NA	NA	NA	NA	NA	0	0.030094	4084
GOBP_SOMATIC_STEM_CELL_DIVIS...	0.5766	0.030151	0.302767	NA	NA	NA	NA	NA	0	0.030151	4085
REACTOME_FOLDING_OF_ACTIN_BY...	0.4180	0.030169	0.539341	NA	NA	NA	NA	NA	0	0.030169	4086
GOBP_LATE_ENDOSOME_TO_VACUOL...2	0.2697	0.030171	0.688743	NA	NA	NA	NA	NA	0	0.030171	4087
REACTOME_NTRK2_ACTIVATES_RAC1	1.2144	0.030176	0.281477	NA	NA	NA	NA	NA	0	0.030176	4088
GOBP_POSITIVE_REGULATION_OF_...219	0.2875	0.030217	0.302767	NA	NA	NA	NA	NA	0	0.030217	4089
REACTOME_PROGRAMMED_CELL_DEA...	0.1949	0.030220	0.271078	NA	NA	NA	NA	NA	0	0.030220	4090
GOBP_PHOSPHATIDYLINOSITOL_ME...2	0.1321	0.030231	0.931929	NA	NA	NA	NA	NA	0	0.030231	4091
GOBP_REGULATION_OF_ENDODERMA...	0.7676	0.030285	0.638811	NA	NA	NA	NA	NA	0	0.030285	4092
GOBP_TROPHOBLAST_CELL_MIGRAT...	0.3463	0.030289	0.688743	NA	NA	NA	NA	NA	0	0.030289	4093
GOBP_NEGATIVE_REGULATION_OF_...556	0.3480	0.030324	0.281659	NA	NA	NA	NA	NA	0	0.030324	4094
GOBP_PURINE_CONTAINING_COMPO...3	0.0840	0.030332	0.303257	NA	NA	NA	NA	NA	0	0.030332	4095
GOBP_INTRINSIC_APOPTOTIC_SIG...3	0.1851	0.030353	0.282883	NA	NA	NA	NA	NA	0	0.030353	4096
GOBP_VESICLE_MEDIATED_TRANSP...3	0.1738	0.030362	0.271705	NA	NA	NA	NA	NA	0	0.030362	4097
REACTOME_BBSOME_MEDIATED_CAR...	0.2922	0.030386	0.638811	NA	NA	NA	NA	NA	0	0.030386	4098
GOBP_ENGULFMENT_OF_APOPTOTIC...	0.5390	0.030411	0.303731	NA	NA	NA	NA	NA	0	0.030411	4099
GOBP_B_CELL_RECEPTOR_SIGNALI...	0.2550	0.030421	0.283242	NA	NA	NA	NA	NA	0	0.030421	4100
REACTOME_BACTERIAL_INFECTION...	0.2705	0.030456	0.271705	NA	NA	NA	NA	NA	0	0.030456	4101
GOBP_POSITIVE_REGULATION_OF_...280	0.5477	0.030457	0.281985	NA	NA	NA	NA	NA	0	0.030457	4102
REACTOME_ARMS_MEDIATED_ACTIV...	1.0216	0.030465	0.281985	NA	NA	NA	NA	NA	0	0.030465	4103
REACTOME_SPERM_MOTILITY_AND_...	0.4088	0.030471	0.688743	NA	NA	NA	NA	NA	0	0.030471	4104
GOBP_POSITIVE_REGULATION_OF_...538	0.5673	0.030479	0.936572	NA	NA	NA	NA	NA	0	0.030479	4105
GOBP_CIRCADIAN_RHYTHM	0.1902	0.030502	0.271705	NA	NA	NA	NA	NA	0	0.030502	4106
REACTOME_DNA_REPLICATION	0.2310	0.030556	0.271705	NA	NA	NA	NA	NA	0	0.030556	4107
GOBP_NEGATIVE_REGULATION_OF_...479	0.3009	0.030559	0.688743	NA	NA	NA	NA	NA	0	0.030559	4108
GOBP_REGULATION_OF_KETONE_BI...	0.3809	0.030561	0.283722	NA	NA	NA	NA	NA	0	0.030561	4109
GOBP_ESTABLISHMENT_OF_PROTEI...8	0.1202	0.030566	0.282647	NA	NA	NA	NA	NA	0	0.030566	4110
GOBP_RESPONSE_TO_COCAINE	0.3684	0.030603	0.271705	NA	NA	NA	NA	NA	0	0.030603	4111
GOBP_REGULATION_OF_MYOBLAST_...2	0.4097	0.030621	0.688743	NA	NA	NA	NA	NA	0	0.030621	4112
GOBP_POSITIVE_REGULATION_OF_...51	0.5172	0.030629	0.271705	NA	NA	NA	NA	NA	0	0.030629	4113
GOBP_RRNA_PSEUDOURIDINE_SYNT...	0.4714	0.030649	0.688743	NA	NA	NA	NA	NA	0	0.030649	4114
GOBP_POSITIVE_REGULATION_OF_...211	0.2359	0.030674	0.284222	NA	NA	NA	NA	NA	0	0.030674	4115
GOBP_REGULATION_OF_BLOOD_BRA...	0.5924	0.030699	0.540173	NA	NA	NA	NA	NA	0	0.030699	4116
REACTOME_DOWNSTREAM_SIGNAL_T...	0.4613	0.030700	0.271834	NA	NA	NA	NA	NA	0	0.030700	4117
REACTOME_NUCLEAR_EVENTS_STIM...	0.3476	0.030710	0.306065	NA	NA	NA	NA	NA	0	0.030710	4118
GOBP_NEGATIVE_REGULATION_OF_...641	0.1380	0.030715	0.540173	NA	NA	NA	NA	NA	0	0.030715	4119
GOBP_REGULATION_OF_TOLL_LIKE...5	0.4318	0.030719	0.540173	NA	NA	NA	NA	NA	0	0.030719	4120
REACTOME_SIGNALING_BY_PDGFRA...	0.4348	0.030721	0.540173	NA	NA	NA	NA	NA	0	0.030721	4121
REACTOME_ACTIVATION_OF_APC_C...	0.3256	0.030745	0.271982	NA	NA	NA	NA	NA	0	0.030745	4122
GOBP_NEGATIVE_REGULATION_OF_...113	0.1094	0.030757	0.306065	NA	NA	NA	NA	NA	0	0.030757	4123
GOBP_PARACRINE_SIGNALING	0.7732	0.030785	0.284512	NA	NA	NA	NA	NA	0	0.030785	4124
GOBP_ERYTHROPOIETIN_MEDIATED...	0.9335	0.030794	0.284512	NA	NA	NA	NA	NA	0	0.030794	4125
GOBP_COLLATERAL_SPROUTING	0.2871	0.030812	0.540784	NA	NA	NA	NA	NA	0	0.030812	4126
GOBP_BUD_ELONGATION_INVOLVED...	0.8478	0.030871	0.284676	NA	NA	NA	NA	NA	0	0.030871	4127
GOBP_REGULATION_OF_DEPHOSPHO...	0.3929	0.030871	0.284676	NA	NA	NA	NA	NA	0	0.030871	4128
GOBP_ENUCLEATE_ERYTHROCYTE_M...	0.7322	0.030884	0.945995	NA	NA	NA	NA	NA	0	0.030884	4129
GOBP_POSITIVE_REGULATION_OF_...537	0.3851	0.030923	0.640604	NA	NA	NA	NA	NA	0	0.030923	4130
GOBP_GLYCOPROTEIN_CATABOLIC_...	0.4213	0.030927	0.273089	NA	NA	NA	NA	NA	0	0.030927	4131
GOBP_REGULATION_OF_MYOBLAST_...1	0.1896	0.030947	0.690373	NA	NA	NA	NA	NA	0	0.030947	4132
REACTOME_SEROTONIN_AND_MELAT...	1.1678	0.030962	0.273147	NA	NA	NA	NA	NA	0	0.030962	4133
GOBP_CARBOHYDRATE_DERIVATIVE...4	0.1445	0.030988	0.640604	NA	NA	NA	NA	NA	0	0.030988	4134
GOBP_REGULATION_OF_MEMBRANE_...8	0.3004	0.031002	0.273250	NA	NA	NA	NA	NA	0	0.031002	4135
GOBP_POSITIVE_REGULATION_OF_...453	0.7139	0.031018	0.947083	NA	NA	NA	NA	NA	0	0.031018	4136
GOBP_UBIQUITIN_DEPENDENT_PRO...3	0.6937	0.031044	0.690373	NA	NA	NA	NA	NA	0	0.031044	4137
GOBP_POSITIVE_REGULATION_OF_...247	0.2860	0.031048	0.690373	NA	NA	NA	NA	NA	0	0.031048	4138
GOBP_EXPORT_ACROSS_PLASMA_ME...	0.1752	0.031070	0.640604	NA	NA	NA	NA	NA	0	0.031070	4139
GOBP_RNA_EXPORT_FROM_NUCLEUS	0.1631	0.031084	0.543094	NA	NA	NA	NA	NA	0	0.031084	4140
GOBP_NEGATIVE_REGULATION_OF_...174	0.8217	0.031110	0.273486	NA	NA	NA	NA	NA	0	0.031110	4141
GOBP_REGULATION_OF_WNT_SIGNA...2	0.4045	0.031113	0.543094	NA	NA	NA	NA	NA	0	0.031113	4142
REACTOME_PROTEIN_FOLDING	0.2492	0.031140	0.286774	NA	NA	NA	NA	NA	0	0.031140	4143
GOBP_MULTIVESICULAR_BODY_SOR...	0.2061	0.031147	0.690373	NA	NA	NA	NA	NA	0	0.031147	4144
GOBP_POSITIVE_REGULATION_OF_...484	0.3542	0.031151	0.308559	NA	NA	NA	NA	NA	0	0.031151	4145
GOBP_PROTEIN_CONTAINING_COMP...3	0.0640	0.031157	0.273486	NA	NA	NA	NA	NA	0	0.031157	4146
GOBP_PROTEIN_LOCALIZATION_TO...7	0.2398	0.031162	0.273486	NA	NA	NA	NA	NA	0	0.031162	4147
GOBP_PENTOSE_PHOSPHATE_SHUNT	0.3201	0.031166	0.640604	NA	NA	NA	NA	NA	0	0.031166	4148
GOBP_NEGATIVE_REGULATION_OF_...528	0.9144	0.031171	0.273486	NA	NA	NA	NA	NA	0	0.031171	4149
REACTOME_NOTCH3_ACTIVATION_A...	0.5343	0.031191	0.286774	NA	NA	NA	NA	NA	0	0.031191	4150
GOBP_NUCLEAR_ENVELOPE_ORGANI...	0.2995	0.031192	0.286774	NA	NA	NA	NA	NA	0	0.031192	4151
REACTOME_FORMATION_OF_INCISI...	0.2636	0.031196	0.287123	NA	NA	NA	NA	NA	0	0.031196	4152
GOBP_FEMALE_GENITALIA_DEVELO...	0.3118	0.031212	0.640604	NA	NA	NA	NA	NA	0	0.031212	4153
GOBP_DETECTION_OF_OXYGEN	0.6836	0.031215	0.543887	NA	NA	NA	NA	NA	0	0.031215	4154
GOBP_NEGATIVE_REGULATION_OF_...129	0.3667	0.031221	0.286774	NA	NA	NA	NA	NA	0	0.031221	4155
GOBP_REGULATION_OF_GOLGI_ORG...	0.3835	0.031224	0.690373	NA	NA	NA	NA	NA	0	0.031224	4156
GOBP_PYRIMIDINE_NUCLEOTIDE_C...	0.3866	0.031260	0.287437	NA	NA	NA	NA	NA	0	0.031260	4157
REACTOME_INTERLEUKIN_17_SIGN...	0.3055	0.031291	0.273850	NA	NA	NA	NA	NA	0	0.031291	4158
GOBP_EXTRACELLULAR_VESICLE_B...	0.5068	0.031298	0.273850	NA	NA	NA	NA	NA	0	0.031298	4159
GOBP_REGULATION_OF_CANONICAL...	0.1006	0.031315	0.948518	NA	NA	NA	NA	NA	0	0.031315	4160
GOBP_REGULATION_OF_COMPLEMEN...4	0.4214	0.031319	0.640604	NA	NA	NA	NA	NA	0	0.031319	4161
GOBP_NEGATIVE_REGULATION_OF_...608	0.1268	0.031342	0.948518	NA	NA	NA	NA	NA	0	0.031342	4162
GOBP_RESPONSE_TO_GONADOTROPI...	0.7109	0.031343	0.309165	NA	NA	NA	NA	NA	0	0.031343	4163
GOBP_POST_TRANSLATIONAL_PROT...3	0.5501	0.031345	0.309165	NA	NA	NA	NA	NA	0	0.031345	4164
GOBP_RESPONSE_TO_SUCROSE	1.2741	0.031366	0.274196	NA	NA	NA	NA	NA	0	0.031366	4165
REACTOME_TRAFFICKING_AND_PRO...	0.4212	0.031401	0.545153	NA	NA	NA	NA	NA	0	0.031401	4166
GOBP_REGULATION_OF_RELAXATIO...3	1.5360	0.031425	0.287549	NA	NA	NA	NA	NA	0	0.031425	4167
GOBP_TISSUE_HOMEOSTASIS	0.1208	0.031425	0.288321	NA	NA	NA	NA	NA	0	0.031425	4168
GOBP_RESPONSE_TO_IRON_II_ION	0.4932	0.031434	0.640604	NA	NA	NA	NA	NA	0	0.031434	4169
HALLMARK_XENOBIOTIC_METABOLI...	0.1003	0.031442	0.640604	NA	NA	NA	NA	NA	0	0.031442	4170
GOBP_DEMETHYLATION	0.3373	0.031453	0.640604	NA	NA	NA	NA	NA	0	0.031453	4171
REACTOME_EPH_EPHRIN_SIGNALING	0.1648	0.031479	0.948518	NA	NA	NA	NA	NA	0	0.031479	4172
KEGG_GLYOXYLATE_AND_DICARBOX...	0.4405	0.031492	0.288321	NA	NA	NA	NA	NA	0	0.031492	4173
GOBP_RESPONSE_TO_CORTICOSTER...1	0.1648	0.031499	0.288321	NA	NA	NA	NA	NA	0	0.031499	4174
REACTOME_RUNX3_REGULATES_NOT...	0.5632	0.031511	0.310208	NA	NA	NA	NA	NA	0	0.031511	4175
GOBP_ACTIVATION_OF_PROTEIN_K...1	0.3060	0.031524	0.288321	NA	NA	NA	NA	NA	0	0.031524	4176
REACTOME_GLYCOSPHINGOLIPID_M...	0.3357	0.031533	0.274657	NA	NA	NA	NA	NA	0	0.031533	4177
GOBP_NEGATIVE_REGULATION_OF_...470	0.4518	0.031538	0.287953	NA	NA	NA	NA	NA	0	0.031538	4178
GOBP_POSITIVE_REGULATION_OF_...218	0.4302	0.031559	0.287953	NA	NA	NA	NA	NA	0	0.031559	4179
NEGCTRL_COSMETIC	0.7283	0.031562	0.288321	NA	NA	NA	NA	NA	0	0.031562	4180
GOBP_REGULATION_OF_ENDOCYTOS...	0.1114	0.031566	0.288321	NA	NA	NA	NA	NA	0	0.031566	4181
GOBP_POSITIVE_REGULATION_OF_...481	0.2417	0.031604	0.640604	NA	NA	NA	NA	NA	0	0.031604	4182
GOBP_NEGATIVE_REGULATION_OF_...374	0.4269	0.031617	0.288513	NA	NA	NA	NA	NA	0	0.031617	4183
GOBP_REGULATION_OF_MYELOID_L...1	0.2339	0.031623	0.288264	NA	NA	NA	NA	NA	0	0.031623	4184
REACTOME_SIGNALING_BY_THE_B_...	0.1886	0.031626	0.310949	NA	NA	NA	NA	NA	0	0.031626	4185
GOBP_EMBRYONIC_CRANIAL_SKELE...	0.2355	0.031636	0.547817	NA	NA	NA	NA	NA	0	0.031636	4186
GOBP_POSITIVE_REGULATION_OF_...65	0.4045	0.031665	0.690710	NA	NA	NA	NA	NA	0	0.031665	4187
REACTOME_PROTEIN_PROTEIN_INT...	0.3110	0.031699	0.275355	NA	NA	NA	NA	NA	0	0.031699	4188
GOBP_LUNG_SACCULE_DEVELOPMENT	0.5704	0.031719	0.288895	NA	NA	NA	NA	NA	0	0.031719	4189
REACTOME_DISEASES_OF_METABOL...	0.1631	0.031737	0.288956	NA	NA	NA	NA	NA	0	0.031737	4190
GOBP_RENAL_ALBUMIN_ABSORPTION	0.7676	0.031748	0.690710	NA	NA	NA	NA	NA	0	0.031748	4191
REACTOME_PCP_CE_PATHWAY	0.2954	0.031750	0.275549	NA	NA	NA	NA	NA	0	0.031750	4192
GOBP_CELLULAR_RESPONSE_TO_CO...4	0.2608	0.031788	0.289250	NA	NA	NA	NA	NA	0	0.031788	4193
GOBP_REGULATION_OF_PINOCYTOS...	0.3341	0.031801	0.948518	NA	NA	NA	NA	NA	0	0.031801	4194
GOBP_OLIGODENDROCYTE_PROGENI...	0.6367	0.031824	0.640604	NA	NA	NA	NA	NA	0	0.031824	4195
GOBP_PROTEIN_LOCALIZATION_TO...21	0.2867	0.031853	0.276193	NA	NA	NA	NA	NA	0	0.031853	4196
GOBP_NEGATIVE_REGULATION_OF_...71	0.7109	0.031854	0.690710	NA	NA	NA	NA	NA	0	0.031854	4197
GOBP_SUBSTRATE_DEPENDENT_CEL...3	0.6752	0.031879	0.289429	NA	NA	NA	NA	NA	0	0.031879	4198
GOBP_L_KYNURENINE_METABOLIC_...	1.2967	0.031888	0.289429	NA	NA	NA	NA	NA	0	0.031888	4199
REACTOME_REGULATION_OF_PD_L1...4	0.5245	0.031889	0.690710	NA	NA	NA	NA	NA	0	0.031889	4200
GOBP_SEQUESTERING_OF_BMP_IN_...	1.3689	0.031892	0.289618	NA	NA	NA	NA	NA	0	0.031892	4201
GOBP_REGULATION_OF_GAMMA_DEL...2	0.6524	0.031898	0.289429	NA	NA	NA	NA	NA	0	0.031898	4202
GOBP_REGULATION_OF_HAIR_FOLL...	0.3203	0.031900	0.547817	NA	NA	NA	NA	NA	0	0.031900	4203
GOBP_PROTEIN_LOCALIZATION_TO...22	0.4541	0.031908	0.690710	NA	NA	NA	NA	NA	0	0.031908	4204
GOBP_CATECHOLAMINE_UPTAKE_IN...	0.4594	0.031926	0.948518	NA	NA	NA	NA	NA	0	0.031926	4205
GOBP_RIBOFLAVIN_METABOLIC_PR...	0.5384	0.031933	0.640604	NA	NA	NA	NA	NA	0	0.031933	4206
GOBP_POSITIVE_REGULATION_OF_...192	0.7900	0.031937	0.690710	NA	NA	NA	NA	NA	0	0.031937	4207
GOBP_FORMATION_OF_EXTRACHROM...	0.3258	0.031964	0.640604	NA	NA	NA	NA	NA	0	0.031964	4208
REACTOME_SIGNALLING_TO_ERKS	0.4146	0.031971	0.289788	NA	NA	NA	NA	NA	0	0.031971	4209
KEGG_BASAL_TRANSCRIPTION_FAC...	0.2547	0.032020	0.948518	NA	NA	NA	NA	NA	0	0.032020	4210
GOBP_NEGATIVE_REGULATION_OF_...505	0.1357	0.032092	0.547817	NA	NA	NA	NA	NA	0	0.032092	4211
GOBP_NEGATIVE_REGULATION_OF_...137	1.2703	0.032094	0.276786	NA	NA	NA	NA	NA	0	0.032094	4212
REACTOME_CELLULAR_HEXOSE_TRA...	0.5313	0.032095	0.290235	NA	NA	NA	NA	NA	0	0.032095	4213
GOBP_POSITIVE_REGULATION_OF_...202	0.8458	0.032098	0.290422	NA	NA	NA	NA	NA	0	0.032098	4214
GOBP_DETECTION_OF_MUSCLE_STR...	1.1253	0.032128	0.290235	NA	NA	NA	NA	NA	0	0.032128	4215
GOBP_G_PROTEIN_COUPLED_PURIN...1	0.5265	0.032156	0.290673	NA	NA	NA	NA	NA	0	0.032156	4216
GOBP_CELL_FATE_COMMITMENT_IN...2	0.5769	0.032161	0.640604	NA	NA	NA	NA	NA	0	0.032161	4217
GOBP_NEGATIVE_REGULATION_OF_...393	0.4477	0.032192	0.691122	NA	NA	NA	NA	NA	0	0.032192	4218
GOBP_EPITHELIAL_CELL_FATE_CO...	0.5291	0.032218	0.547817	NA	NA	NA	NA	NA	0	0.032218	4219
REACTOME_CARDIAC_CONDUCTION	0.1337	0.032221	0.640604	NA	NA	NA	NA	NA	0	0.032221	4220
GOBP_HEPATIC_STELLATE_CELL_A...	0.4281	0.032227	0.547817	NA	NA	NA	NA	NA	0	0.032227	4221
GOBP_NON_PROTEINOGENIC_AMINO...1	0.6629	0.032271	0.277466	NA	NA	NA	NA	NA	0	0.032271	4222
KEGG_GLYCOSPHINGOLIPID_BIOSY...3	0.2976	0.032283	0.547817	NA	NA	NA	NA	NA	0	0.032283	4223
GOBP_ARACHIDONATE_METABOLITE...	0.9406	0.032285	0.291329	NA	NA	NA	NA	NA	0	0.032285	4224
REACTOME_ATTENUATION_PHASE	0.3063	0.032298	0.547817	NA	NA	NA	NA	NA	0	0.032298	4225
GOBP_MYELOID_LEUKOCYTE_MEDIA...	0.1300	0.032304	0.640604	NA	NA	NA	NA	NA	0	0.032304	4226
GOBP_REGULATION_OF_STEROID_M...	0.1902	0.032314	0.291329	NA	NA	NA	NA	NA	0	0.032314	4227
REACTOME_EPITHELIAL_MESENCHY...	0.9099	0.032323	0.277466	NA	NA	NA	NA	NA	0	0.032323	4228
GOBP_NEGATIVE_REGULATION_OF_...323	0.2522	0.032346	0.277466	NA	NA	NA	NA	NA	0	0.032346	4229
GOBP_POLYAMINE_TRANSPORT	0.4762	0.032350	0.316846	NA	NA	NA	NA	NA	0	0.032350	4230
GOBP_NEGATIVE_REGULATION_OF_...236	0.3148	0.032366	0.290235	NA	NA	NA	NA	NA	0	0.032366	4231
GOBP_POSITIVE_REGULATION_OF_...821	0.1606	0.032366	0.291329	NA	NA	NA	NA	NA	0	0.032366	4232
GOBP_CELLULAR_RESPONSE_TO_PH	0.2463	0.032416	0.640604	NA	NA	NA	NA	NA	0	0.032416	4233
GOBP_CARBOHYDRATE_PHOSPHORYL...	0.2505	0.032442	0.640604	NA	NA	NA	NA	NA	0	0.032442	4234
GOBP_POSITIVE_REGULATION_OF_...300	0.3676	0.032456	0.547817	NA	NA	NA	NA	NA	0	0.032456	4235
REACTOME_WNT_MEDIATED_ACTIVA...	0.7802	0.032472	0.290235	NA	NA	NA	NA	NA	0	0.032472	4236
GOBP_XENOPHAGY	0.3466	0.032506	0.694539	NA	NA	NA	NA	NA	0	0.032506	4237
GOBP_CELL_MOTILITY_INVOLVED_...	0.6518	0.032507	0.640604	NA	NA	NA	NA	NA	0	0.032507	4238
REACTOME_SIGNAL_TRANSDUCTION...	0.5506	0.032508	0.278359	NA	NA	NA	NA	NA	0	0.032508	4239
GOBP_POSITIVE_REGULATION_OF_...352	0.2853	0.032521	0.547817	NA	NA	NA	NA	NA	0	0.032521	4240
GOBP_MEMBRANE_DEPOLARIZATION	0.2704	0.032553	0.290517	NA	NA	NA	NA	NA	0	0.032553	4241
GOBP_N_ACYLPHOSPHATIDYLETHAN...	0.9456	0.032570	0.694539	NA	NA	NA	NA	NA	0	0.032570	4242
GOBP_HYPERSENSITIVITY	0.4388	0.032584	0.948518	NA	NA	NA	NA	NA	0	0.032584	4243
KEGG_PROGESTERONE_MEDIATED_O...	0.2043	0.032697	0.319593	NA	NA	NA	NA	NA	0	0.032697	4244
GOBP_POSITIVE_REGULATION_OF_...669	0.6184	0.032725	0.547817	NA	NA	NA	NA	NA	0	0.032725	4245
GOBP_REGULATION_OF_COMPLEMEN...3	0.6454	0.032729	0.640604	NA	NA	NA	NA	NA	0	0.032729	4246
GOBP_REGULATORY_NCRNA_MEDIAT...1	0.1637	0.032729	0.292553	NA	NA	NA	NA	NA	0	0.032729	4247
GOBP_APOPTOTIC_MITOCHONDRIAL...	0.2462	0.032754	0.278941	NA	NA	NA	NA	NA	0	0.032754	4248
REACTOME_ERBB2_ACTIVATES_PTK...	0.6897	0.032788	0.278941	NA	NA	NA	NA	NA	0	0.032788	4249
REACTOME_FORMATION_OF_THE_AN...	0.6832	0.032794	0.292862	NA	NA	NA	NA	NA	0	0.032794	4250
REACTOME_ACTIVATION_OF_NMDA_...	0.2807	0.032808	0.278941	NA	NA	NA	NA	NA	0	0.032808	4251
GOBP_RESPONSE_TO_DISACCHARIDE	1.1156	0.032875	0.279263	NA	NA	NA	NA	NA	0	0.032875	4252
GOBP_POSITIVE_REGULATION_OF_...299	0.7471	0.032911	0.948518	NA	NA	NA	NA	NA	0	0.032911	4253
GOBP_POSITIVE_REGULATION_OF_...311	0.3881	0.032917	0.320811	NA	NA	NA	NA	NA	0	0.032917	4254
GOBP_SUBSTRATE_DEPENDENT_CEL...1	0.3810	0.032918	0.293051	NA	NA	NA	NA	NA	0	0.032918	4255
GOBP_EXTRAEMBRYONIC_MEMBRANE...	0.4176	0.032924	0.948518	NA	NA	NA	NA	NA	0	0.032924	4256
REACTOME_ACYL_CHAIN_REMODELI...2	0.7773	0.032932	0.320811	NA	NA	NA	NA	NA	0	0.032932	4257
GOBP_SYNAPTIC_VESICLE_DOCKING	0.3807	0.032964	0.948518	NA	NA	NA	NA	NA	0	0.032964	4258
GOBP_PHOSPHOLIPID_METABOLIC_...	0.0804	0.033036	0.948518	NA	NA	NA	NA	NA	0	0.033036	4259
REACTOME_EXTRACELLULAR_MATRI...	0.0926	0.033040	0.547817	NA	NA	NA	NA	NA	0	0.033040	4260
GOBP_POSITIVE_REGULATION_OF_...29	0.3435	0.033045	0.293469	NA	NA	NA	NA	NA	0	0.033045	4261
GOBP_WOUND_HEALING_SPREADING...	0.2909	0.033063	0.698781	NA	NA	NA	NA	NA	0	0.033063	4262
GOBP_INTERNEURON_MIGRATION	0.6579	0.033079	0.547817	NA	NA	NA	NA	NA	0	0.033079	4263
REACTOME_ANTIGEN_PROCESSING_...3	0.6378	0.033098	0.280045	NA	NA	NA	NA	NA	0	0.033098	4264
GOBP_ATRIOVENTRICULAR_VALVE_...2	0.7521	0.033102	0.321776	NA	NA	NA	NA	NA	0	0.033102	4265
GOBP_PANCREATIC_A_CELL_DIFFE...	1.2918	0.033126	0.280045	NA	NA	NA	NA	NA	0	0.033126	4266
GOBP_NEGATIVE_REGULATION_OF_...579	1.1199	0.033130	0.698781	NA	NA	NA	NA	NA	0	0.033130	4267
GOBP_LOCALIZATION_OF_CELL	0.5973	0.033136	0.948518	NA	NA	NA	NA	NA	0	0.033136	4268
GOBP_SYNAPTIC_VESICLE_LOCALI...	0.3181	0.033147	0.280045	NA	NA	NA	NA	NA	0	0.033147	4269
REACTOME_FORMATION_OF_THE_PO...1	0.5920	0.033153	0.280045	NA	NA	NA	NA	NA	0	0.033153	4270
GOBP_SEMICIRCULAR_CANAL_DEVE...	0.4794	0.033163	0.640604	NA	NA	NA	NA	NA	0	0.033163	4271
GOBP_REGULATION_OF_PHOSPHOLI...3	0.7845	0.033174	0.294337	NA	NA	NA	NA	NA	0	0.033174	4272
GOBP_NEGATIVE_REGULATION_OF_...218	0.3007	0.033200	0.280045	NA	NA	NA	NA	NA	0	0.033200	4273
GOBP_CELLULAR_RESPONSE_TO_DE...	0.4087	0.033204	0.294337	NA	NA	NA	NA	NA	0	0.033204	4274
GOBP_N_TERMINAL_PROTEIN_AMIN...1	0.8030	0.033214	0.293397	NA	NA	NA	NA	NA	0	0.033214	4275
GOBP_MITOTIC_SISTER_CHROMATI...3	0.1760	0.033219	0.293397	NA	NA	NA	NA	NA	0	0.033219	4276
GOBP_ACTIVATION_OF_STORE_OPE...	0.9229	0.033233	0.699420	NA	NA	NA	NA	NA	0	0.033233	4277
REACTOME_PRESYNAPTIC_FUNCTIO...	0.4924	0.033243	0.293397	NA	NA	NA	NA	NA	0	0.033243	4278
GOBP_HEPOXILIN_BIOSYNTHETIC_...	1.0638	0.033244	0.293397	NA	NA	NA	NA	NA	0	0.033244	4279
GOBP_REGULATION_OF_CILIUM_BE...1	0.3177	0.033265	0.640604	NA	NA	NA	NA	NA	0	0.033265	4280
GOBP_EYELID_DEVELOPMENT_IN_C...	0.3656	0.033283	0.547817	NA	NA	NA	NA	NA	0	0.033283	4281
REACTOME_CONDENSATION_OF_PRO...1	0.6738	0.033324	0.293397	NA	NA	NA	NA	NA	0	0.033324	4282
GOBP_AMYLOID_BETA_CLEARANCE_...2	0.6972	0.033365	0.547817	NA	NA	NA	NA	NA	0	0.033365	4283
