pathway	magma_beta	magma_p	magma_q	gprofiler_p	gprofiler_q	ldsc_h2_frac	ldsc_enrichment	ldsc_p	n_methods_significant	geometric_mean_p	consensus_rank
GOBP_MEMBRANE_DEPOLARIZATION...1	0.7841	0.001081	0.049505	NA	NA	NA	NA	NA	1	0.001081	845
GOBP_NEUTROPHIL_APOPTOTIC_PR...	1.1439	0.001084	0.029449	NA	NA	NA	NA	NA	1	0.001084	846
GOBP_POSITIVE_REGULATION_OF_...773	1.3150	0.001084	0.029449	NA	NA	NA	NA	NA	1	0.001084	847
GOBP_CD4_POSITIVE_ALPHA_BETA...2	0.7157	0.001089	0.029507	NA	NA	NA	NA	NA	1	0.001089	848
GOBP_REGULATION_OF_LEUKOCYTE...3	0.2881	0.001095	0.029597	NA	NA	NA	NA	NA	1	0.001096	849
GOBP_REGULATION_OF_NUCLEOBAS...	0.7264	0.001100	0.029638	NA	NA	NA	NA	NA	1	0.001100	850
REACTOME_REGULATION_OF_MECP2...	0.5615	0.001129	0.030326	NA	NA	NA	NA	NA	1	0.001129	851
REACTOME_CAMK_IV_MEDIATED_PH...	1.0591	0.001136	0.030436	NA	NA	NA	NA	NA	1	0.001136	852
GOBP_POSITIVE_REGULATION_OF_...68	0.4825	0.001146	0.030524	NA	NA	NA	NA	NA	1	0.001146	853
GOBP_CANONICAL_NF_KAPPAB_SIG...	0.1711	0.001174	0.031203	NA	NA	NA	NA	NA	1	0.001174	854
REACTOME_RUNX1_AND_FOXP3_CON...	0.9536	0.001181	0.031292	NA	NA	NA	NA	NA	1	0.001181	855
GOBP_POSITIVE_REGULATION_OF_...519	0.7214	0.001203	0.031787	NA	NA	NA	NA	NA	1	0.001203	856
REACTOME_RUNX3_REGULATES_CDK...	1.2259	0.001210	0.031876	NA	NA	NA	NA	NA	1	0.001210	857
GOBP_FACIAL_NERVE_MORPHOGENE...	1.0968	0.001240	0.032416	NA	NA	NA	NA	NA	1	0.001240	858
GOBP_POSITIVE_REGULATION_OF_...90	0.1314	0.001249	0.032535	NA	NA	NA	NA	NA	1	0.001249	859
GOBP_CELL_FATE_COMMITMENT	0.1954	0.001252	0.032535	NA	NA	NA	NA	NA	1	0.001252	860
GOBP_VASCULAR_ENDOTHELIAL_GR...1	0.5325	0.001292	0.033487	NA	NA	NA	NA	NA	1	0.001292	861
GOBP_NEGATIVE_REGULATION_OF_...499	0.1102	0.001295	0.033487	NA	NA	NA	NA	NA	1	0.001295	862
GOBP_REGULATION_OF_LEUKOCYTE...7	0.2127	0.001301	0.033539	NA	NA	NA	NA	NA	1	0.001301	863
REACTOME_SIGNALING_BY_CYTOSO...	0.8313	0.001339	0.034355	NA	NA	NA	NA	NA	1	0.001339	864
GOBP_POSITIVE_REGULATION_OF_...183	0.1344	0.001339	0.034355	NA	NA	NA	NA	NA	1	0.001340	865
GOBP_REGULATION_OF_AMYLOID_B...	0.7005	0.001344	0.034379	NA	NA	NA	NA	NA	1	0.001344	866
REACTOME_BH3_ONLY_PROTEINS_A...	1.0816	0.001357	0.034627	NA	NA	NA	NA	NA	1	0.001357	867
GOBP_T_CELL_RECEPTOR_SIGNALI...	0.2559	0.001387	0.035280	NA	NA	NA	NA	NA	1	0.001387	868
GOBP_LEUKOCYTE_MEDIATED_CYTO...	0.2722	0.001390	0.035280	NA	NA	NA	NA	NA	1	0.001390	869
GOBP_T_HELPER_2_CELL_CYTOKIN...	0.8824	0.001408	0.035589	NA	NA	NA	NA	NA	1	0.001408	870
GOBP_INTERLEUKIN_1_MEDIATED_...	0.5428	0.001410	0.035589	NA	NA	NA	NA	NA	1	0.001410	871
GOBP_POSITIVE_REGULATION_OF_...543	1.1450	0.001416	0.035647	NA	NA	NA	NA	NA	1	0.001416	872
GOBP_ANTIGEN_PROCESSING_AND_...9	0.5996	0.001424	0.035772	NA	NA	NA	NA	NA	1	0.001425	873
GOBP_NEGATIVE_REGULATION_OF_...411	0.8701	0.001456	0.036381	NA	NA	NA	NA	NA	1	0.001456	874
GOBP_POSITIVE_REGULATION_OF_...177	0.5695	0.001468	0.036576	NA	NA	NA	NA	NA	1	0.001468	875
GOBP_REGULATION_OF_CELL_KILL...	0.3104	0.001550	0.038512	NA	NA	NA	NA	NA	1	0.001550	876
GOBP_POSITIVE_REGULATION_OF_...584	1.0162	0.001558	0.038613	NA	NA	NA	NA	NA	1	0.001558	877
GOBP_REGULATION_OF_CELLULAR_...13	0.2565	0.001589	0.039185	NA	NA	NA	NA	NA	1	0.001589	878
GOBP_REGULATION_OF_GLIAL_CEL...4	0.5715	0.001602	0.039263	NA	NA	NA	NA	NA	1	0.001602	879
GOBP_REGULATION_OF_CARDIAC_M...1	1.0266	0.001605	0.039263	NA	NA	NA	NA	NA	1	0.001605	880
GOBP_RESPONSE_TO_TUMOR_NECRO...	0.2102	0.001615	0.039336	NA	NA	NA	NA	NA	1	0.001615	881
GOBP_REGULATION_OF_INNATE_IM...	0.1376	0.001662	0.040258	NA	NA	NA	NA	NA	1	0.001662	882
GOBP_NEGATIVE_REGULATION_OF_...38	1.4342	0.001685	0.040712	NA	NA	NA	NA	NA	1	0.001685	883
GOBP_T_HELPER_1_CELL_DIFFERE...	0.4714	0.001721	0.041473	NA	NA	NA	NA	NA	1	0.001721	884
GOBP_POSITIVE_REGULATION_OF_...25	1.0570	0.001730	0.041607	NA	NA	NA	NA	NA	1	0.001730	885
Human_Enhancer_Villar.flanking.500L2_0	NA	NA	NA	NA	NA	0.110231	11.2506	0.001730	1	0.001730	886
GOBP_MYELOID_CELL_HOMEOSTASIS	0.2215	0.001796	0.043065	NA	NA	NA	NA	NA	1	0.001796	887
GOBP_RESPONSE_TO_MOLECULE_OF...1	0.1689	0.001829	0.043752	NA	NA	NA	NA	NA	1	0.001829	888
GOBP_NEUTROPHIL_HOMEOSTASIS	0.6483	0.001901	0.045362	NA	NA	NA	NA	NA	1	0.001901	889
GOBP_NEGATIVE_REGULATION_OF_...102	0.1769	0.001921	0.045740	NA	NA	NA	NA	NA	1	0.001921	890
GOBP_CD4_POSITIVE_CD25_POSIT...	0.9052	0.001932	0.045884	NA	NA	NA	NA	NA	1	0.001932	891
GOBP_CELLULAR_RESPONSE_TO_RE...1	0.7055	0.001942	0.046001	NA	NA	NA	NA	NA	1	0.001942	892
GOBP_POSITIVE_REGULATION_OF_...577	0.1996	0.001947	0.046001	NA	NA	NA	NA	NA	1	0.001947	893
GOBP_POSITIVE_REGULATION_OF_...286	1.1356	0.001957	0.046133	NA	NA	NA	NA	NA	1	0.001957	894
MAFbin4L2_0	NA	NA	NA	NA	NA	0.062786	0.6235	0.001964	1	0.001964	895
GOBP_POSITIVE_REGULATION_OF_...576	0.1781	0.001993	0.046837	NA	NA	NA	NA	NA	1	0.001993	896
HALLMARK_TNFA_SIGNALING_VIA_...	0.2271	0.001997	0.046837	NA	NA	NA	NA	NA	1	0.001997	897
GOBP_POSITIVE_REGULATION_OF_...807	0.5537	0.002005	0.046918	NA	NA	NA	NA	NA	1	0.002005	898
KEGG_ANTIGEN_PROCESSING_AND_...	0.3551	0.002012	0.046962	NA	NA	NA	NA	NA	1	0.002012	899
GOBP_REGULATION_OF_PHOSPHORY...	0.1494	0.002043	0.047571	NA	NA	NA	NA	NA	1	0.002043	900
GOBP_POSITIVE_REGULATION_OF_...134	1.0199	0.002058	0.047804	NA	NA	NA	NA	NA	1	0.002058	901
GOBP_CHEMOKINE_PRODUCTION	0.3253	0.002065	0.047861	NA	NA	NA	NA	NA	1	0.002065	902
GOBP_REGULATION_OF_RESPONSE_...1	0.1234	0.002071	0.047891	NA	NA	NA	NA	NA	1	0.002071	903
GOBP_REGULATION_OF_MUCUS_SEC...	1.1274	0.002097	0.048332	NA	NA	NA	NA	NA	1	0.002098	904
GOBP_REGULATION_OF_PIGMENTAT...	0.7283	0.002100	0.048332	NA	NA	NA	NA	NA	1	0.002101	905
REACTOME_LOSS_OF_FUNCTION_OF...3	1.1229	0.002119	0.048541	NA	NA	NA	NA	NA	1	0.002119	906
GOBP_TOLL_LIKE_RECEPTOR_SIGN...	0.3072	0.002120	0.048541	NA	NA	NA	NA	NA	1	0.002120	907
Promoter_UCSCL2_0	NA	NA	NA	NA	NA	0.139584	3.0125	0.002124	1	0.002124	908
HALLMARK_PI3K_AKT_MTOR_SIGNA...	0.2768	0.002137	0.048830	NA	NA	NA	NA	NA	1	0.002137	909
GOBP_POSITIVE_REGULATION_OF_...32	0.5792	0.002152	0.049047	NA	NA	NA	NA	NA	1	0.002152	910
GOBP_POSITIVE_REGULATION_OF_...408	0.1295	0.002157	0.049050	NA	NA	NA	NA	NA	1	0.002157	911
GOBP_POSITIVE_REGULATION_OF_...269	1.2525	0.002171	0.049251	NA	NA	NA	NA	NA	1	0.002171	912
Ancient_Sequence_Age_Human_PromoterL2_0	NA	NA	NA	NA	NA	0.028719	6.8861	0.002264	1	0.002264	913
BLUEPRINT_DNA_methylation_MaxCPPL2_0	NA	NA	NA	NA	NA	0.105999	3.3405	0.002283	1	0.002283	914
Enhancer_AnderssonL2_0	NA	NA	NA	NA	NA	0.059243	13.7336	0.003689	1	0.003689	915
Repressed_Hoffman.flanking.500L2_0	NA	NA	NA	NA	NA	0.071871	0.2781	0.004525	1	0.004525	916
DGF_ENCODE.flanking.500L2_0	NA	NA	NA	NA	NA	1.222703	2.8833	0.004534	1	0.004534	917
NEGCTRL_COSMETICL2_1	NA	NA	NA	NA	NA	0.000043	0.0901	0.004686	1	0.004686	918
non_synonymousL2_0	NA	NA	NA	NA	NA	0.019385	7.1390	0.006642	1	0.006642	919
H3K4me1_Trynka.flanking.500L2_0	NA	NA	NA	NA	NA	0.010249	0.0562	0.007628	1	0.007628	920
Ancient_Sequence_Age_Human_Promoter.flanking.500L2_0	NA	NA	NA	NA	NA	0.052025	9.7783	0.008893	1	0.008893	921
Intron_UCSC.flanking.500L2_0	NA	NA	NA	NA	NA	0.042344	4.5335	0.009023	1	0.009023	922
UTR_5_UCSC.flanking.500L2_0	NA	NA	NA	NA	NA	0.082418	3.8536	0.011248	1	0.011248	923
MAFbin10L2_0	NA	NA	NA	NA	NA	0.134532	1.3663	0.011503	1	0.011503	924
FetalDHS_Trynka.flanking.500L2_0	NA	NA	NA	NA	NA	0.373701	1.8730	0.012021	1	0.012021	925
Recomb_Rate_10kbL2_0	NA	NA	NA	NA	NA	1.358271	0.8749	0.013120	1	0.013120	926
Promoter_UCSC.flanking.500L2_0	NA	NA	NA	NA	NA	-3.652269	-327.6401	0.013150	1	0.013150	927
MAFbin5L2_0	NA	NA	NA	NA	NA	0.030733	0.2970	0.015045	1	0.015045	928
MAFbin8L2_0	NA	NA	NA	NA	NA	0.139893	1.3957	0.016068	1	0.016068	929
CUSTOM_INSULIN_SIGNALINGL2_1	NA	NA	NA	NA	NA	0.007271	4.4223	0.017398	1	0.017398	930
CUSTOM_APPETITE_REGULATIONL2_1	NA	NA	NA	NA	NA	0.033528	20.8477	0.019043	1	0.019043	931
H3K27ac_PGC2.flanking.500L2_0	NA	NA	NA	NA	NA	0.379511	5.4116	0.019281	1	0.019281	932
Repressed_HoffmanL2_0	NA	NA	NA	NA	NA	0.149471	0.3249	0.020412	1	0.020412	933
Transcr_Hoffman.flanking.500L2_0	NA	NA	NA	NA	NA	0.067649	0.1623	0.021783	1	0.021783	934
Enhancer_Hoffman.flanking.500L2_0	NA	NA	NA	NA	NA	0.140514	2.9346	0.023160	1	0.023160	935
MAFbin9L2_0	NA	NA	NA	NA	NA	0.131904	1.3047	0.025126	1	0.025126	936
CTCF_HoffmanL2_0	NA	NA	NA	NA	NA	-0.009172	-0.3851	0.028814	1	0.028814	937
Enhancer_Andersson.flanking.500L2_0	NA	NA	NA	NA	NA	0.066484	4.5200	0.030408	1	0.030408	938
CUSTOM_LIPID_TRANSPORTL2_1	NA	NA	NA	NA	NA	-0.120476	-77.2676	0.030867	1	0.030867	939
CUSTOM_VASCULAR_TONEL2_1	NA	NA	NA	NA	NA	0.009803	9.9451	0.034688	1	0.034688	940
Coding_UCSC.flanking.500L2_0	NA	NA	NA	NA	NA	0.018787	0.3806	0.036326	1	0.036326	941
TFBS_ENCODE.flanking.500L2_0	NA	NA	NA	NA	NA	0.705823	3.1920	0.039808	1	0.039808	942
UTR_3_UCSC.flanking.500L2_0	NA	NA	NA	NA	NA	0.107988	6.7161	0.042816	1	0.042816	943
BivFlnk.flanking.500L2_0	NA	NA	NA	NA	NA	0.062120	3.5236	0.043925	1	0.043925	944
DHS_Trynka.flanking.500L2_0	NA	NA	NA	NA	NA	0.833047	2.3977	0.045411	1	0.045411	945
CUSTOM_FATTY_ACID_METABOLISML2_1	NA	NA	NA	NA	NA	0.004068	3.0558	0.049174	1	0.049174	946
GOBP_REGULATION_OF_BLOOD_CIR...	0.2395	0.000013	0.078945	NA	NA	NA	NA	NA	0	0.000013	947
GOBP_REGULATION_OF_HEART_CON...	0.2599	0.000020	0.078945	NA	NA	NA	NA	NA	0	0.000020	948
GOBP_HEART_PROCESS	0.2296	0.000025	0.078945	NA	NA	NA	NA	NA	0	0.000025	949
GOBP_REGULATION_OF_CENTRIOLE...2	0.6774	0.000026	0.050021	NA	NA	NA	NA	NA	0	0.000026	950
GOBP_NEGATIVE_REGULATION_OF_...132	1.1616	0.000033	0.053478	NA	NA	NA	NA	NA	0	0.000033	951
GOBP_NEGATIVE_REGULATION_OF_...300	1.0373	0.000044	0.125083	NA	NA	NA	NA	NA	0	0.000044	952
GOBP_NEGATIVE_REGULATION_OF_...151	0.4290	0.000048	0.115421	NA	NA	NA	NA	NA	0	0.000048	953
GOBP_NEGATIVE_REGULATION_OF_...597	0.6649	0.000053	0.125083	NA	NA	NA	NA	NA	0	0.000053	954
GOBP_GLUCOSE_6_PHOSPHATE_MET...	0.5153	0.000061	0.072902	NA	NA	NA	NA	NA	0	0.000061	955
GOBP_NEGATIVE_REGULATION_OF_...160	0.5912	0.000067	0.129449	NA	NA	NA	NA	NA	0	0.000067	956
KEGG_STARCH_AND_SUCROSE_META...	0.5109	0.000078	0.343651	NA	NA	NA	NA	NA	0	0.000078	957
GOBP_REGULATION_OF_PRESYNAPT...1	0.8949	0.000081	0.125083	NA	NA	NA	NA	NA	0	0.000081	958
GOBP_EMBRYONIC_HINDLIMB_MORP...	0.6719	0.000083	0.133084	NA	NA	NA	NA	NA	0	0.000083	959
GOBP_SNRNA_TRANSCRIPTION_BY_...1	0.5835	0.000099	0.105336	NA	NA	NA	NA	NA	0	0.000099	960
GOBP_BRANCHING_INVOLVED_IN_B...	0.5454	0.000104	0.134930	NA	NA	NA	NA	NA	0	0.000104	961
GOBP_NEGATIVE_REGULATION_OF_...37	0.6737	0.000110	0.105336	NA	NA	NA	NA	NA	0	0.000110	962
GOBP_ZYMOGEN_ACTIVATION	0.4581	0.000113	0.134930	NA	NA	NA	NA	NA	0	0.000113	963
REACTOME_RHO_GTPASES_ACTIVAT...6	0.6459	0.000114	0.343651	NA	NA	NA	NA	NA	0	0.000114	964
GOBP_RESPONSE_TO_NUTRIENT	0.2729	0.000119	0.343651	NA	NA	NA	NA	NA	0	0.000119	965
GOBP_NEGATIVE_REGULATION_OF_...563	0.3157	0.000126	0.134930	NA	NA	NA	NA	NA	0	0.000126	966
GOBP_REGULATION_OF_KIDNEY_SI...	1.3709	0.000130	0.156882	NA	NA	NA	NA	NA	0	0.000130	967
GOBP_MESENCHYME_MORPHOGENESIS	0.4179	0.000141	0.135854	NA	NA	NA	NA	NA	0	0.000141	968
GOBP_ACTIN_MEDIATED_CELL_CON...	0.3051	0.000143	0.343651	NA	NA	NA	NA	NA	0	0.000143	969
GOBP_REGULATION_OF_PROTEIN_T...4	0.6439	0.000154	0.164115	NA	NA	NA	NA	NA	0	0.000154	970
GOBP_TISSUE_MORPHOGENESIS	0.1272	0.000177	0.142137	NA	NA	NA	NA	NA	0	0.000177	971
HALLMARK_PANCREAS_BETA_CELLS	0.5064	0.000181	0.173624	NA	NA	NA	NA	NA	0	0.000181	972
GOBP_REGULATION_OF_COAGULATI...	0.3377	0.000192	0.142137	NA	NA	NA	NA	NA	0	0.000192	973
GOBP_REGULATION_OF_PLATELET_...4	0.8820	0.000195	0.160925	NA	NA	NA	NA	NA	0	0.000195	974
GOBP_CARDIAC_CONDUCTION	0.3465	0.000209	0.142137	NA	NA	NA	NA	NA	0	0.000209	975
GOBP_REGULATION_OF_PROTEIN_B...	0.4050	0.000221	0.160925	NA	NA	NA	NA	NA	0	0.000221	976
GOBP_HEXOSE_PHOSPHATE_TRANSP...	1.0426	0.000223	0.160925	NA	NA	NA	NA	NA	0	0.000223	977
GOBP_OUTFLOW_TRACT_SEPTUM_MO...	0.6194	0.000225	0.142137	NA	NA	NA	NA	NA	0	0.000225	978
GOBP_REGULATION_OF_CARDIAC_M...9	0.5600	0.000233	0.142137	NA	NA	NA	NA	NA	0	0.000233	979
GOBP_NEGATIVE_REGULATION_OF_...210	0.7176	0.000237	0.189611	NA	NA	NA	NA	NA	0	0.000237	980
GOBP_CARDIAC_NEURAL_CREST_CE...3	1.0023	0.000239	0.142137	NA	NA	NA	NA	NA	0	0.000239	981
GOBP_LIPOPROTEIN_LOCALIZATION	0.5014	0.000242	0.160925	NA	NA	NA	NA	NA	0	0.000242	982
GOBP_NEGATIVE_REGULATION_OF_...694	0.3421	0.000259	0.142137	NA	NA	NA	NA	NA	0	0.000259	983
REACTOME_REGULATION_OF_GENE_...2	0.6394	0.000268	0.194980	NA	NA	NA	NA	NA	0	0.000268	984
GOBP_MITOTIC_NUCLEAR_MEMBRAN...1	0.8796	0.000275	0.160925	NA	NA	NA	NA	NA	0	0.000275	985
GOBP_SMOOTH_MUSCLE_CELL_DIFF...	0.3362	0.000281	0.160925	NA	NA	NA	NA	NA	0	0.000281	986
GOBP_ANTIBODY_DEPENDENT_CELL...	1.3181	0.000291	0.518242	NA	NA	NA	NA	NA	0	0.000291	987
GOBP_EMBRYONIC_APPENDAGE_MOR...	0.2729	0.000298	0.142137	NA	NA	NA	NA	NA	0	0.000298	988
GOBP_CELLULAR_RESPONSE_TO_UV...2	0.7731	0.000299	0.160925	NA	NA	NA	NA	NA	0	0.000299	989
GOBP_DORSAL_AORTA_DEVELOPMENT	0.8807	0.000301	0.160925	NA	NA	NA	NA	NA	0	0.000301	990
REACTOME_SPECIFICATION_OF_TH...	0.7637	0.000302	0.142137	NA	NA	NA	NA	NA	0	0.000302	991
GOBP_POSITIVE_REGULATION_OF_...813	0.8961	0.000310	0.142137	NA	NA	NA	NA	NA	0	0.000310	992
GOBP_SECONDARY_METABOLIC_PRO...	0.3981	0.000315	0.142137	NA	NA	NA	NA	NA	0	0.000315	993
GOBP_REGULATION_OF_CELL_PROJ...1	0.1942	0.000318	0.194980	NA	NA	NA	NA	NA	0	0.000318	994
GOBP_CELLULAR_RESPONSE_TO_OX...5	0.5787	0.000325	0.142137	NA	NA	NA	NA	NA	0	0.000325	995
GOBP_CELL_COMMUNICATION_INVO...	0.4159	0.000351	0.146779	NA	NA	NA	NA	NA	0	0.000351	996
REACTOME_REGULATION_OF_MITF_...1	0.6439	0.000389	0.194980	NA	NA	NA	NA	NA	0	0.000389	997
GOBP_TRIGLYCERIDE_METABOLIC_...	0.2710	0.000395	0.194980	NA	NA	NA	NA	NA	0	0.000395	998
GOBP_RESPONSE_TO_OXYGEN_RADI...	0.5292	0.000398	0.149157	NA	NA	NA	NA	NA	0	0.000398	999
GOBP_VENTRICULAR_SEPTUM_MORP...	0.4714	0.000402	0.149157	NA	NA	NA	NA	NA	0	0.000402	1000
GOBP_CARDIAC_SEPTUM_MORPHOGE...	0.3702	0.000406	0.149157	NA	NA	NA	NA	NA	0	0.000406	1001
GOBP_RESPONSE_TO_VITAMIN	0.3438	0.000413	0.518242	NA	NA	NA	NA	NA	0	0.000413	1002
GOBP_NEGATIVE_REGULATION_OF_...504	0.4675	0.000415	0.210067	NA	NA	NA	NA	NA	0	0.000415	1003
GOBP_CARDIAC_MUSCLE_CONTRACT...	0.2552	0.000419	0.149157	NA	NA	NA	NA	NA	0	0.000419	1004
KEGG_GALACTOSE_METABOLISM	0.6113	0.000422	0.518242	NA	NA	NA	NA	NA	0	0.000422	1005
GOBP_ACTIN_MYOSIN_FILAMENT_S...	0.6221	0.000431	0.518242	NA	NA	NA	NA	NA	0	0.000431	1006
GOBP_NEGATIVE_REGULATION_OF_...539	1.1613	0.000472	0.194980	NA	NA	NA	NA	NA	0	0.000472	1007
GOBP_REGULATION_OF_TRIGLYCER...3	0.3928	0.000472	0.194980	NA	NA	NA	NA	NA	0	0.000472	1008
GOBP_VERY_LOW_DENSITY_LIPOPR...2	0.8963	0.000485	0.194980	NA	NA	NA	NA	NA	0	0.000485	1009
GOBP_POSITIVE_REGULATION_OF_...574	0.6375	0.000495	0.237935	NA	NA	NA	NA	NA	0	0.000495	1010
GOBP_GROWTH_HORMONE_SECRETION	0.8024	0.000500	0.194980	NA	NA	NA	NA	NA	0	0.000500	1011
GOBP_REGULATION_OF_SIGNALING...	0.3256	0.000505	0.194980	NA	NA	NA	NA	NA	0	0.000505	1012
GOBP_LOCOMOTOR_RHYTHM	0.6528	0.000507	0.194980	NA	NA	NA	NA	NA	0	0.000507	1013
REACTOME_TRANSCRIPTIONAL_REG...8	0.4725	0.000522	0.158416	NA	NA	NA	NA	NA	0	0.000522	1014
GOBP_MACROPHAGE_INFLAMMATORY...	1.0348	0.000540	0.240813	NA	NA	NA	NA	NA	0	0.000540	1015
NEGCTRL_BLOOD_GROUP	1.1836	0.000540	0.158416	NA	NA	NA	NA	NA	0	0.000540	1016
GOBP_POSITIVE_REGULATION_OF_...698	0.4636	0.000551	0.240813	NA	NA	NA	NA	NA	0	0.000551	1017
GOBP_LOCOMOTORY_BEHAVIOR	0.1905	0.000561	0.578226	NA	NA	NA	NA	NA	0	0.000561	1018
GOBP_REGULATION_OF_THE_FORCE...1	0.5921	0.000565	0.158416	NA	NA	NA	NA	NA	0	0.000565	1019
REACTOME_SEMA4D_MEDIATED_INH...	1.1135	0.000573	0.158416	NA	NA	NA	NA	NA	0	0.000573	1020
GOBP_MITOTIC_G2_DNA_DAMAGE_C...	0.4679	0.000582	0.158416	NA	NA	NA	NA	NA	0	0.000582	1021
GOBP_EMBRYONIC_DIGESTIVE_TRA...2	0.6309	0.000588	0.245794	NA	NA	NA	NA	NA	0	0.000588	1022
GOBP_REGULATION_OF_SYSTEMIC_...1	0.2810	0.000591	0.158416	NA	NA	NA	NA	NA	0	0.000591	1023
GOBP_REGULATION_OF_TOOTH_MIN...	0.9398	0.000592	0.158416	NA	NA	NA	NA	NA	0	0.000592	1024
GOBP_NEGATIVE_REGULATION_OF_...397	0.1660	0.000597	0.208134	NA	NA	NA	NA	NA	0	0.000597	1025
GOBP_CORTICOSTERONE_SECRETION	1.3625	0.000606	0.208134	NA	NA	NA	NA	NA	0	0.000606	1026
GOBP_APPENDAGE_DEVELOPMENT	0.2073	0.000609	0.158416	NA	NA	NA	NA	NA	0	0.000609	1027
GOBP_APPENDAGE_MORPHOGENESIS	0.2381	0.000609	0.158416	NA	NA	NA	NA	NA	0	0.000609	1028
GOBP_CELLULAR_RESPONSE_TO_ES...2	0.6404	0.000633	0.578226	NA	NA	NA	NA	NA	0	0.000633	1029
GOBP_MAMMARY_GLAND_ALVEOLUS_...	0.6421	0.000651	0.210532	NA	NA	NA	NA	NA	0	0.000651	1030
GOBP_CELL_PROJECTION_ASSEMBLY	0.1141	0.000657	0.210532	NA	NA	NA	NA	NA	0	0.000657	1031
GOBP_ACTIN_FILAMENT_BASED_MO...	0.2465	0.000682	0.578226	NA	NA	NA	NA	NA	0	0.000682	1032
GOBP_NEGATIVE_REGULATION_OF_...587	0.6780	0.000682	0.259894	NA	NA	NA	NA	NA	0	0.000682	1033
REACTOME_FORMATION_OF_THE_PO...2	0.8351	0.000686	0.167839	NA	NA	NA	NA	NA	0	0.000686	1034
GOBP_CARDIAC_SEPTUM_DEVELOPM...	0.2667	0.000694	0.167839	NA	NA	NA	NA	NA	0	0.000694	1035
GOBP_PARTURITION	0.6630	0.000698	0.167839	NA	NA	NA	NA	NA	0	0.000698	1036
GOBP_FIBRINOLYSIS	0.4463	0.000719	0.168704	NA	NA	NA	NA	NA	0	0.000719	1037
GOBP_GLYCEROLIPID_BIOSYNTHET...	0.1751	0.000721	0.578226	NA	NA	NA	NA	NA	0	0.000721	1038
GOBP_ASCENDING_AORTA_DEVELOP...	1.1433	0.000729	0.259894	NA	NA	NA	NA	NA	0	0.000729	1039
GOBP_POSITIVE_REGULATION_OF_...614	0.9722	0.000737	0.259894	NA	NA	NA	NA	NA	0	0.000737	1040
GOBP_OLEFINIC_COMPOUND_METAB...	0.2152	0.000740	0.229721	NA	NA	NA	NA	NA	0	0.000740	1041
GOBP_NEGATIVE_REGULATION_OF_...39	0.2508	0.000746	0.259894	NA	NA	NA	NA	NA	0	0.000746	1042
REACTOME_B_WICH_COMPLEX_POSI...	0.4809	0.000788	0.173658	NA	NA	NA	NA	NA	0	0.000788	1043
REACTOME_ASSOCIATION_OF_TRIC...	0.3809	0.000791	0.173658	NA	NA	NA	NA	NA	0	0.000791	1044
REACTOME_HYALURONAN_DEGRADAT...	0.5409	0.000798	0.259894	NA	NA	NA	NA	NA	0	0.000798	1045
GOBP_FREE_UBIQUITIN_CHAIN_PO...	0.7342	0.000802	0.259894	NA	NA	NA	NA	NA	0	0.000802	1046
REACTOME_FORMATION_OF_FIBRIN...	0.4293	0.000804	0.173658	NA	NA	NA	NA	NA	0	0.000804	1047
REACTOME_RHO_GTPASES_ACTIVAT...1	0.5518	0.000805	0.595576	NA	NA	NA	NA	NA	0	0.000805	1048
GOBP_NEGATIVE_REGULATION_OF_...28	0.5780	0.000811	0.259894	NA	NA	NA	NA	NA	0	0.000811	1049
GOBP_NEGATIVE_REGULATION_OF_...575	0.6472	0.000815	0.235344	NA	NA	NA	NA	NA	0	0.000815	1050
GOBP_EPITHELIAL_CELL_APOPTOT...	0.3640	0.000821	0.235344	NA	NA	NA	NA	NA	0	0.000821	1051
GOBP_SECONDARY_METABOLITE_BI...	0.5375	0.000830	0.173658	NA	NA	NA	NA	NA	0	0.000830	1052
GOBP_REGULATION_OF_RESPONSE_...15	0.2061	0.000841	0.173658	NA	NA	NA	NA	NA	0	0.000841	1053
REACTOME_SUMOYLATION_OF_INTR...	0.4215	0.000873	0.270955	NA	NA	NA	NA	NA	0	0.000873	1054
GOBP_TRIGLYCERIDE_CATABOLIC_...	0.4500	0.000885	0.240763	NA	NA	NA	NA	NA	0	0.000885	1055
REACTOME_TELOMERE_C_STRAND_L...	0.4467	0.000916	0.629141	NA	NA	NA	NA	NA	0	0.000916	1056
GOBP_BLOOD_COAGULATION_FIBRI...	0.5892	0.000919	0.181225	NA	NA	NA	NA	NA	0	0.000919	1057
REACTOME_NEGATIVE_REGULATION...1	0.8572	0.000930	0.181225	NA	NA	NA	NA	NA	0	0.000930	1058
GOBP_REGULATION_OF_LONG_CHAI...2	1.0225	0.000959	0.050694	NA	NA	NA	NA	NA	0	0.000959	1059
GOBP_POSITIVE_REGULATION_OF_...106	0.6154	0.000967	0.290605	NA	NA	NA	NA	NA	0	0.000967	1060
GOBP_POSITIVE_REGULATION_OF_...167	0.7731	0.000969	0.181225	NA	NA	NA	NA	NA	0	0.000969	1061
GOBP_EMBRYO_IMPLANTATION	0.3438	0.000975	0.240763	NA	NA	NA	NA	NA	0	0.000975	1062
REACTOME_FORMATION_OF_DEFINI...	0.7565	0.000976	0.240763	NA	NA	NA	NA	NA	0	0.000976	1063
GOBP_STRIATED_MUSCLE_CONTRAC...	0.1742	0.000980	0.181225	NA	NA	NA	NA	NA	0	0.000980	1064
